Initializing Parameters Merge
Initializing Parameters Split
Reading train dataset for 1 scales
Reading train dataset for 2 scales
Reading train dataset for 3 scales
Reading test dataset for 5 scales
TRAINING --> | Epoch 0 | Iter 0 / 8192 | Loss 85.96346282958984 | Accuracy Train 0.0 | Elapsed 1.333191156387329 | dynamic True | Learning Rate 0.001
TRAINING --> | Epoch 21 | Iter 3456 / 8192 | Loss 0.2019527405500412 | Accuracy Train 0.9140625 | Elapsed 0.9362404346466064 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 3584 / 8192 | Loss 0.26429125666618347 | Accuracy Train 0.859375 | Elapsed 0.9051389694213867 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 3712 / 8192 | Loss 0.22348010540008545 | Accuracy Train 0.875 | Elapsed 0.9026803970336914 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 3840 / 8192 | Loss 0.2157030552625656 | Accuracy Train 0.8828125 | Elapsed 0.9071919918060303 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 3968 / 8192 | Loss 0.24408909678459167 | Accuracy Train 0.90625 | Elapsed 0.9461512565612793 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 4096 / 8192 | Loss 0.2140098661184311 | Accuracy Train 0.921875 | Elapsed 0.9102671146392822 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 4224 / 8192 | Loss 0.17566195130348206 | Accuracy Train 0.9375 | Elapsed 0.9065203666687012 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 4352 / 8192 | Loss 0.12282195687294006 | Accuracy Train 0.953125 | Elapsed 0.9232213497161865 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 4480 / 8192 | Loss 0.18384423851966858 | Accuracy Train 0.875 | Elapsed 0.9045302867889404 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 4608 / 8192 | Loss 0.13716846704483032 | Accuracy Train 0.8984375 | Elapsed 0.9342758655548096 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 4736 / 8192 | Loss 0.215365931391716 | Accuracy Train 0.8828125 | Elapsed 0.9060688018798828 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 4864 / 8192 | Loss 0.20520393550395966 | Accuracy Train 0.8671875 | Elapsed 0.9010388851165771 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 4992 / 8192 | Loss 0.1898880898952484 | Accuracy Train 0.9375 | Elapsed 0.9045619964599609 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 5120 / 8192 | Loss 0.18385756015777588 | Accuracy Train 0.890625 | Elapsed 0.9031283855438232 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 5248 / 8192 | Loss 0.17688721418380737 | Accuracy Train 0.9375 | Elapsed 0.9055969715118408 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 5376 / 8192 | Loss 0.2219705432653427 | Accuracy Train 0.9375 | Elapsed 0.9073588848114014 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 5504 / 8192 | Loss 0.17190173268318176 | Accuracy Train 0.90625 | Elapsed 0.9090385437011719 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 5632 / 8192 | Loss 0.2547372281551361 | Accuracy Train 0.8984375 | Elapsed 0.9123613834381104 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 5760 / 8192 | Loss 0.12576988339424133 | Accuracy Train 0.9453125 | Elapsed 0.9108014106750488 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 5888 / 8192 | Loss 0.17365072667598724 | Accuracy Train 0.9453125 | Elapsed 0.9053785800933838 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 6016 / 8192 | Loss 0.2256104201078415 | Accuracy Train 0.8984375 | Elapsed 0.9371888637542725 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 6144 / 8192 | Loss 0.20766794681549072 | Accuracy Train 0.90625 | Elapsed 0.90545654296875 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 6272 / 8192 | Loss 0.15196192264556885 | Accuracy Train 0.9453125 | Elapsed 0.9045071601867676 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 6400 / 8192 | Loss 0.13476034998893738 | Accuracy Train 0.9375 | Elapsed 0.9013988971710205 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 6528 / 8192 | Loss 0.16015580296516418 | Accuracy Train 0.921875 | Elapsed 0.9061424732208252 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 6656 / 8192 | Loss 0.24823305010795593 | Accuracy Train 0.8671875 | Elapsed 0.9529178142547607 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 6784 / 8192 | Loss 0.17657357454299927 | Accuracy Train 0.8828125 | Elapsed 0.9081687927246094 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 6912 / 8192 | Loss 0.23360341787338257 | Accuracy Train 0.8984375 | Elapsed 0.9053688049316406 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 7040 / 8192 | Loss 0.1342930942773819 | Accuracy Train 0.9453125 | Elapsed 0.9134540557861328 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 7168 / 8192 | Loss 0.17884135246276855 | Accuracy Train 0.9453125 | Elapsed 0.9051876068115234 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 7296 / 8192 | Loss 0.18393394351005554 | Accuracy Train 0.9296875 | Elapsed 0.9229166507720947 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 7424 / 8192 | Loss 0.1899852603673935 | Accuracy Train 0.90625 | Elapsed 0.9051651954650879 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 7552 / 8192 | Loss 0.17507195472717285 | Accuracy Train 0.9140625 | Elapsed 0.9051783084869385 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 7680 / 8192 | Loss 0.2150000035762787 | Accuracy Train 0.875 | Elapsed 0.9047279357910156 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 7808 / 8192 | Loss 0.2191307544708252 | Accuracy Train 0.8984375 | Elapsed 0.9355366230010986 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 7936 / 8192 | Loss 0.18272340297698975 | Accuracy Train 0.8984375 | Elapsed 0.9270219802856445 | dynamic True | Learning Rate 4.545454545454546e-05
TRAINING --> | Epoch 21 | Iter 8064 / 8192 | Loss 0.15570536255836487 | Accuracy Train 0.9296875 | Elapsed 0.9028589725494385 | dynamic True | Learning Rate 4.545454545454546e-05
Saving model parameters
TRAINING --> | Epoch 22 | Iter 0 / 8192 | Loss 0.2100115269422531 | Accuracy Train 0.8515625 | Elapsed 0.9107906818389893 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 128 / 8192 | Loss 0.21091637015342712 | Accuracy Train 0.8828125 | Elapsed 0.9307518005371094 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 256 / 8192 | Loss 0.1530783772468567 | Accuracy Train 0.9609375 | Elapsed 0.9087224006652832 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 384 / 8192 | Loss 0.24411630630493164 | Accuracy Train 0.8984375 | Elapsed 0.9628124237060547 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 512 / 8192 | Loss 0.18197683990001678 | Accuracy Train 0.9140625 | Elapsed 0.9065401554107666 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 640 / 8192 | Loss 0.16519170999526978 | Accuracy Train 0.953125 | Elapsed 0.9047393798828125 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 768 / 8192 | Loss 0.22682514786720276 | Accuracy Train 0.921875 | Elapsed 0.9207174777984619 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 896 / 8192 | Loss 0.1363823115825653 | Accuracy Train 0.9375 | Elapsed 0.929236650466919 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 1024 / 8192 | Loss 0.24391429126262665 | Accuracy Train 0.9453125 | Elapsed 0.9071235656738281 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 1152 / 8192 | Loss 0.19213926792144775 | Accuracy Train 0.8515625 | Elapsed 0.9023427963256836 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 1280 / 8192 | Loss 0.2008422315120697 | Accuracy Train 0.9296875 | Elapsed 0.9111242294311523 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 1408 / 8192 | Loss 0.16375207901000977 | Accuracy Train 0.8828125 | Elapsed 0.9457781314849854 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 1536 / 8192 | Loss 0.14305931329727173 | Accuracy Train 0.9765625 | Elapsed 0.908165454864502 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 1664 / 8192 | Loss 0.1621374487876892 | Accuracy Train 0.9453125 | Elapsed 0.9058160781860352 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 1792 / 8192 | Loss 0.18914763629436493 | Accuracy Train 0.8359375 | Elapsed 0.9104111194610596 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 1920 / 8192 | Loss 0.13770735263824463 | Accuracy Train 0.9609375 | Elapsed 0.9046339988708496 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 2048 / 8192 | Loss 0.1749507486820221 | Accuracy Train 0.953125 | Elapsed 0.9090979099273682 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 2176 / 8192 | Loss 0.14611785113811493 | Accuracy Train 0.9375 | Elapsed 0.9043886661529541 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 2304 / 8192 | Loss 0.1786777824163437 | Accuracy Train 0.9375 | Elapsed 0.9041645526885986 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 2432 / 8192 | Loss 0.19211840629577637 | Accuracy Train 0.9140625 | Elapsed 0.9010715484619141 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 2560 / 8192 | Loss 0.16047441959381104 | Accuracy Train 0.90625 | Elapsed 0.9208128452301025 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 2688 / 8192 | Loss 0.1588095724582672 | Accuracy Train 0.921875 | Elapsed 0.9014909267425537 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 2816 / 8192 | Loss 0.2689952850341797 | Accuracy Train 0.90625 | Elapsed 0.9029512405395508 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 2944 / 8192 | Loss 0.21436429023742676 | Accuracy Train 0.921875 | Elapsed 0.9055345058441162 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 3072 / 8192 | Loss 0.24933838844299316 | Accuracy Train 0.8828125 | Elapsed 0.9046571254730225 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 3200 / 8192 | Loss 0.15710914134979248 | Accuracy Train 0.9296875 | Elapsed 0.9058706760406494 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 3328 / 8192 | Loss 0.23395848274230957 | Accuracy Train 0.90625 | Elapsed 0.9141335487365723 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 3456 / 8192 | Loss 0.20811107754707336 | Accuracy Train 0.921875 | Elapsed 0.9073140621185303 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 3584 / 8192 | Loss 0.2541216015815735 | Accuracy Train 0.875 | Elapsed 0.9412112236022949 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 3712 / 8192 | Loss 0.24048498272895813 | Accuracy Train 0.8828125 | Elapsed 0.904731273651123 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 3840 / 8192 | Loss 0.20836684107780457 | Accuracy Train 0.8828125 | Elapsed 0.9000117778778076 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 3968 / 8192 | Loss 0.2917843461036682 | Accuracy Train 0.8984375 | Elapsed 0.9040126800537109 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 4096 / 8192 | Loss 0.2102597951889038 | Accuracy Train 0.9375 | Elapsed 0.9018735885620117 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 4224 / 8192 | Loss 0.20089291036128998 | Accuracy Train 0.921875 | Elapsed 0.9309365749359131 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 4352 / 8192 | Loss 0.13580593466758728 | Accuracy Train 0.953125 | Elapsed 0.9022459983825684 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 4480 / 8192 | Loss 0.18304012715816498 | Accuracy Train 0.9140625 | Elapsed 0.9104194641113281 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 4608 / 8192 | Loss 0.1678820699453354 | Accuracy Train 0.890625 | Elapsed 0.9037837982177734 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 4736 / 8192 | Loss 0.194094717502594 | Accuracy Train 0.8828125 | Elapsed 0.9105958938598633 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 4864 / 8192 | Loss 0.2288210093975067 | Accuracy Train 0.890625 | Elapsed 0.9050333499908447 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 4992 / 8192 | Loss 0.17275023460388184 | Accuracy Train 0.953125 | Elapsed 0.9486997127532959 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 5120 / 8192 | Loss 0.1679307520389557 | Accuracy Train 0.921875 | Elapsed 0.9046182632446289 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 5248 / 8192 | Loss 0.21284162998199463 | Accuracy Train 0.9453125 | Elapsed 0.9100964069366455 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 5376 / 8192 | Loss 0.2101651281118393 | Accuracy Train 0.953125 | Elapsed 0.907888650894165 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 5504 / 8192 | Loss 0.17722401022911072 | Accuracy Train 0.90625 | Elapsed 0.9458184242248535 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 5632 / 8192 | Loss 0.22600862383842468 | Accuracy Train 0.8671875 | Elapsed 0.9016008377075195 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 5760 / 8192 | Loss 0.12012313306331635 | Accuracy Train 0.953125 | Elapsed 0.9058911800384521 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 5888 / 8192 | Loss 0.2033807933330536 | Accuracy Train 0.9453125 | Elapsed 0.9032788276672363 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 6016 / 8192 | Loss 0.20612820982933044 | Accuracy Train 0.90625 | Elapsed 0.9034080505371094 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 6144 / 8192 | Loss 0.1941167563199997 | Accuracy Train 0.921875 | Elapsed 0.9088132381439209 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 6272 / 8192 | Loss 0.16810719668865204 | Accuracy Train 0.921875 | Elapsed 0.9075267314910889 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 6400 / 8192 | Loss 0.13748732209205627 | Accuracy Train 0.9375 | Elapsed 0.9084944725036621 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 6528 / 8192 | Loss 0.1809694617986679 | Accuracy Train 0.90625 | Elapsed 0.9471969604492188 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 6656 / 8192 | Loss 0.2773439586162567 | Accuracy Train 0.8359375 | Elapsed 0.9049208164215088 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 6784 / 8192 | Loss 0.16211746633052826 | Accuracy Train 0.8828125 | Elapsed 0.9276795387268066 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 6912 / 8192 | Loss 0.23227763175964355 | Accuracy Train 0.875 | Elapsed 0.919238805770874 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 7040 / 8192 | Loss 0.13005512952804565 | Accuracy Train 0.9375 | Elapsed 0.9054007530212402 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 7168 / 8192 | Loss 0.1802351474761963 | Accuracy Train 0.9453125 | Elapsed 0.9008052349090576 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 7296 / 8192 | Loss 0.16319070756435394 | Accuracy Train 0.9453125 | Elapsed 0.9068095684051514 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 7424 / 8192 | Loss 0.20423446595668793 | Accuracy Train 0.8828125 | Elapsed 0.9254343509674072 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 7552 / 8192 | Loss 0.17721407115459442 | Accuracy Train 0.921875 | Elapsed 0.9075090885162354 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 7680 / 8192 | Loss 0.19415108859539032 | Accuracy Train 0.890625 | Elapsed 0.9050881862640381 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 7808 / 8192 | Loss 0.2022479623556137 | Accuracy Train 0.8984375 | Elapsed 0.9075744152069092 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 7936 / 8192 | Loss 0.17832742631435394 | Accuracy Train 0.90625 | Elapsed 0.9101927280426025 | dynamic True | Learning Rate 4.347826086956522e-05
TRAINING --> | Epoch 22 | Iter 8064 / 8192 | Loss 0.16443076729774475 | Accuracy Train 0.9375 | Elapsed 0.9045956134796143 | dynamic True | Learning Rate 4.347826086956522e-05
Saving model parameters
TRAINING --> | Epoch 23 | Iter 0 / 8192 | Loss 0.1859736144542694 | Accuracy Train 0.890625 | Elapsed 0.9111764430999756 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 128 / 8192 | Loss 0.1928648203611374 | Accuracy Train 0.890625 | Elapsed 0.9017724990844727 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 256 / 8192 | Loss 0.15971426665782928 | Accuracy Train 0.9609375 | Elapsed 0.9330346584320068 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 384 / 8192 | Loss 0.221309632062912 | Accuracy Train 0.9296875 | Elapsed 0.9026772975921631 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 512 / 8192 | Loss 0.17660903930664062 | Accuracy Train 0.9140625 | Elapsed 0.9023408889770508 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 640 / 8192 | Loss 0.1651473045349121 | Accuracy Train 0.9375 | Elapsed 0.908900260925293 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 768 / 8192 | Loss 0.239973783493042 | Accuracy Train 0.9296875 | Elapsed 0.907865047454834 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 896 / 8192 | Loss 0.17021444439888 | Accuracy Train 0.9296875 | Elapsed 0.9081709384918213 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 1024 / 8192 | Loss 0.28321048617362976 | Accuracy Train 0.8984375 | Elapsed 0.9533987045288086 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 1152 / 8192 | Loss 0.191084086894989 | Accuracy Train 0.859375 | Elapsed 0.911916971206665 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 1280 / 8192 | Loss 0.17959484457969666 | Accuracy Train 0.9140625 | Elapsed 0.9281303882598877 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 1408 / 8192 | Loss 0.1815088838338852 | Accuracy Train 0.8828125 | Elapsed 0.9092164039611816 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 1536 / 8192 | Loss 0.1321154236793518 | Accuracy Train 0.9765625 | Elapsed 0.9393510818481445 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 1664 / 8192 | Loss 0.1741916984319687 | Accuracy Train 0.9375 | Elapsed 0.9375894069671631 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 1792 / 8192 | Loss 0.21143460273742676 | Accuracy Train 0.8359375 | Elapsed 0.9020495414733887 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 1920 / 8192 | Loss 0.15176436305046082 | Accuracy Train 0.953125 | Elapsed 0.9010372161865234 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 2048 / 8192 | Loss 0.12885257601737976 | Accuracy Train 0.9765625 | Elapsed 0.9034812450408936 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 2176 / 8192 | Loss 0.16200226545333862 | Accuracy Train 0.9296875 | Elapsed 0.9338405132293701 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 2304 / 8192 | Loss 0.22965411841869354 | Accuracy Train 0.9140625 | Elapsed 0.9071791172027588 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 2432 / 8192 | Loss 0.19208166003227234 | Accuracy Train 0.8984375 | Elapsed 0.9557011127471924 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 2560 / 8192 | Loss 0.15016818046569824 | Accuracy Train 0.9140625 | Elapsed 0.9059844017028809 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 2688 / 8192 | Loss 0.160867378115654 | Accuracy Train 0.9296875 | Elapsed 0.9257488250732422 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 2816 / 8192 | Loss 0.2627125084400177 | Accuracy Train 0.8984375 | Elapsed 0.9066641330718994 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 2944 / 8192 | Loss 0.23182950913906097 | Accuracy Train 0.9453125 | Elapsed 0.9399495124816895 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 3072 / 8192 | Loss 0.20602473616600037 | Accuracy Train 0.9140625 | Elapsed 0.9110758304595947 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 3200 / 8192 | Loss 0.1797693967819214 | Accuracy Train 0.9140625 | Elapsed 0.9056830406188965 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 3328 / 8192 | Loss 0.25115251541137695 | Accuracy Train 0.890625 | Elapsed 0.9403963088989258 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 3456 / 8192 | Loss 0.23646047711372375 | Accuracy Train 0.890625 | Elapsed 0.9018087387084961 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 3584 / 8192 | Loss 0.24886691570281982 | Accuracy Train 0.8828125 | Elapsed 0.9072015285491943 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 3712 / 8192 | Loss 0.18742498755455017 | Accuracy Train 0.8984375 | Elapsed 0.9012529850006104 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 3840 / 8192 | Loss 0.17998015880584717 | Accuracy Train 0.890625 | Elapsed 0.9245550632476807 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 3968 / 8192 | Loss 0.2866130471229553 | Accuracy Train 0.875 | Elapsed 0.9036979675292969 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 4096 / 8192 | Loss 0.20782963931560516 | Accuracy Train 0.9375 | Elapsed 0.9096989631652832 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 4224 / 8192 | Loss 0.2004561871290207 | Accuracy Train 0.9375 | Elapsed 0.904658317565918 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 4352 / 8192 | Loss 0.14173774421215057 | Accuracy Train 0.9296875 | Elapsed 0.908205509185791 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 4480 / 8192 | Loss 0.1768811196088791 | Accuracy Train 0.90625 | Elapsed 0.9497313499450684 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 4608 / 8192 | Loss 0.1460667997598648 | Accuracy Train 0.890625 | Elapsed 0.908574104309082 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 4736 / 8192 | Loss 0.23139838874340057 | Accuracy Train 0.875 | Elapsed 0.9459078311920166 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 4864 / 8192 | Loss 0.2374931275844574 | Accuracy Train 0.8125 | Elapsed 0.8999159336090088 | dynamic True | Learning Rate 4.1666666666666665e-05
TRAINING --> | Epoch 23 | Iter 4992 / 8192 | Loss 0.1701820343732834 | Accuracy Train 0.9453125 | Elapsed 0.8995699882507324 | dynamic True | Learning Rate 4.1666666666666665e-05
